name,age,income,profession,date,location,new_cases,total_cases,new_death,total_death,people_vaccinated,people_fully_vaccinated,total_boosters,total_vaccines,new_test,total_test,test_per_case,positive_rate,negative_rate,hospitalised_patients,icu_patients,population,median_age,age > 65,people_with_past_diseases,immunity_strength
John Brown,21,9144,Nurse,2022-05-14,UK,503,433114,11,8646,134798,125631,127618,560735,76876,43643528,13.34,0.1072,0.9348,4850,101,1315244549,30.1,19.37,3.81,71.79
David Jones,38,92045,Business Analyst,2022-05-15,Germany,497,433636,12,8657,80043,294943,76885,236937,79944,43712185,20.37,0.1174,0.8117,3984,704,1115782828,25.0,12.43,4.57,81.46
Sarah Williams,49,60931,Sales Executive,2022-05-16,Australia,528,434094,8,8668,469279,258786,47350,561001,51840,43716767,49.17,0.0111,0.9746,864,394,357880633,34.3,17.12,18.76,53.76
Alex Johnson,31,64712,Farmer,2022-05-17,Germany,533,434587,11,8676,170053,186532,255251,726475,20369,43748047,13.0,0.0509,0.8154,4948,214,1036214830,32.3,17.94,12.6,71.34
Jane Garcia,87,6437,Business Analyst,2022-05-18,Russia,502,435102,11,8689,307908,361961,238275,79834,19460,43791636,19.44,0.0147,0.9737,422,372,235402556,46.7,13.1,17.95,81.39
Michael Williams,63,91083,Farmer,2022-05-19,Brazil,510,435630,11,8697,242843,325404,40913,626348,92641,43832636,15.75,0.1534,0.8933,3048,716,278474870,43.6,15.26,9.43,83.34
Emily Clark,37,33518,Engineer,2022-05-20,Russia,509,436157,10,8704,269859,150949,236237,787283,97920,43930844,6.37,0.0377,0.8851,2941,826,363433178,27.1,19.53,12.36,51.11
Anna Jones,75,24830,Scientist,2022-05-21,India,494,436606,15,8717,453729,264673,83168,477199,2461,43932929,25.0,0.1751,0.9849,3841,507,129260998,43.5,14.53,1.61,34.74
Chris Clark,65,75285,Software Developer,2022-05-22,Russia,501,437062,12,8725,139014,280087,196982,432073,43362,44015356,19.56,0.1322,0.9882,3369,546,873550490,41.9,5.28,9.92,32.63
Alex Clark,24,47553,Sales Executive,2022-05-23,India,497,437573,8,8734,123076,172856,155557,217057,99376,44031956,35.05,0.0536,0.9235,2239,243,1174897554,32.0,5.26,11.72,83.76
Laura Williams,57,88885,Farmer,2022-05-24,India,476,438050,10,8745,109007,388545,50875,472385,29610,44130950,41.06,0.04,0.8242,2499,25,615835837,25.4,18.23,1.32,56.98
Anna Johnson,76,95825,Sales Executive,2022-05-25,Australia,524,438547,5,8756,207270,156527,146991,106366,21995,44191751,27.67,0.1292,0.8962,4017,990,1272469904,27.9,21.94,16.0,39.38
Laura Smith,53,6915,Nurse,2022-05-26,Germany,490,439067,9,8769,297084,226099,10586,172150,85716,44254490,2.58,0.1812,0.9005,872,150,35585738,31.2,20.71,6.61,42.91
John Taylor,61,29695,Doctor,2022-05-27,UK,493,439564,11,8783,379562,207520,52986,344768,8717,44329671,31.33,0.1465,0.8977,271,957,340254788,45.4,11.21,9.6,83.63
Michael Williams,48,76270,Sales Executive,2022-05-28,Russia,527,440033,6,8800,81792,32371,286199,191147,79867,44372267,3.71,0.0762,0.9082,3987,629,440643758,36.6,14.42,11.18,71.92
Sarah Williams,59,15703,Sales Executive,2022-05-29,Brazil,487,440557,6,8808,431648,103746,29807,113676,80472,44443677,31.2,0.1216,0.8036,1437,429,377959755,48.0,9.68,19.85,65.1
John Johnson,61,89035,Scientist,2022-05-30,India,497,441078,6,8818,18367,106248,217992,547947,65022,44523980,34.57,0.069,0.9351,3938,465,929293033,44.7,24.78,2.88,73.61
David Jones,60,22478,Software Developer,2022-05-31,Germany,527,441573,12,8824,383908,169238,69625,449586,54668,44577168,10.69,0.1998,0.9354,2210,309,506125225,32.2,10.21,11.55,39.62
Emily Williams,60,68918,Software Developer,2022-06-01,USA,525,442088,13,8834,244673,292871,279577,602473,52645,44604993,41.15,0.1523,0.8219,3320,348,1004493619,46.1,13.33,11.08,52.33
John Clark,64,31128,Farmer,2022-06-02,Italy,492,442635,18,8844,428727,119000,34282,661424,30550,44616906,45.64,0.1267,0.9083,1975,312,431464842,27.9,18.62,2.31,56.18
Michael Williams,23,54250,Business Analyst,2022-06-03,Australia,522,443101,8,8851,280717,68969,77519,493137,87151,44699657,40.84,0.0904,0.908,4743,901,898954310,25.9,22.52,13.04,52.01
Anna Clark,83,92119,Doctor,2022-06-04,UK,522,443608,11,8859,25582,73531,241346,194823,4576,44784926,15.95,0.1274,0.9297,3001,601,1175592828,40.2,6.03,6.45,90.51
Michael Williams,26,38126,Sales Executive,2022-06-05,France,501,444098,12,8873,146450,44097,131843,760233,41868,44800258,29.75,0.0749,0.8162,4630,85,1152797810,33.5,11.02,2.97,70.7
Alex Garcia,28,47799,Software Developer,2022-06-06,Australia,483,444588,6,8881,337440,171056,109333,156203,99039,44856153,45.83,0.0155,0.919,4043,797,974113769,33.2,16.38,4.39,81.05
John Johnson,35,95228,Police Officer,2022-06-07,USA,494,445119,6,8893,154572,55859,156205,152430,47380,44861585,16.71,0.0851,0.8533,2648,923,873338567,42.2,17.37,16.65,46.57
Jane Jones,42,59248,Scientist,2022-06-08,Italy,554,445613,9,8902,337985,201300,51317,537086,6728,44950680,41.18,0.1868,0.8963,1716,959,494718144,46.3,6.4,2.98,48.49
Sarah Davis,75,33907,Software Developer,2022-06-09,USA,501,446142,6,8913,31881,158222,128878,635438,33800,44978250,1.46,0.129,0.9469,3131,789,197612804,33.1,18.28,9.87,45.77
John Brown,47,8644,Teacher,2022-06-10,Russia,509,446643,10,8919,342377,236944,109745,470587,11886,44985353,1.18,0.026,0.9341,3935,633,364758858,33.1,15.56,4.71,78.16
Chris Williams,18,35583,Business Analyst,2022-06-11,India,434,447144,11,8926,192614,61790,66950,757667,80614,45002253,38.23,0.1781,0.8226,4807,930,662071859,38.3,21.55,4.08,54.43
Laura Davis,80,55560,Police Officer,2022-06-12,UK,496,447656,10,8943,75285,332840,60612,492355,70909,45061668,38.31,0.0611,0.9123,2164,325,517868655,41.3,9.44,4.91,58.36
Chris Taylor,46,16185,Nurse,2022-06-13,Canada,493,448135,8,8951,69547,282792,65873,299360,48236,45130235,39.66,0.0563,0.9841,2802,509,881402318,30.1,8.9,10.36,79.64
Anna Williams,83,42988,Sales Executive,2022-06-14,India,495,448611,14,8959,203223,66779,245469,325131,46805,45193948,46.57,0.0664,0.8298,3218,84,354826862,47.8,20.87,5.52,98.03
John Smith,70,11446,Nurse,2022-06-15,Canada,534,449106,16,8967,148294,111371,116792,652312,33532,45278117,6.78,0.1197,0.9621,1604,735,522541999,41.4,19.08,2.84,41.33
Emily Jones,36,24162,Farmer,2022-06-16,Italy,578,449582,12,8978,17933,303816,218850,529742,29688,45337756,12.37,0.1135,0.9335,1130,375,771548234,40.6,20.83,16.23,34.39
Emily Garcia,83,15150,Engineer,2022-06-17,Germany,525,450057,12,8987,355529,336253,194074,586608,12063,45427484,45.28,0.1034,0.9471,3984,555,1120394320,47.6,20.64,11.26,43.64
Emily Clark,69,42304,Sales Executive,2022-06-18,France,473,450545,16,8997,492988,39593,170451,293445,24089,45513960,9.68,0.1463,0.8536,137,662,907294926,47.7,7.08,3.98,81.45
Sarah Smith,48,96373,Nurse,2022-06-19,Brazil,481,451046,8,9013,250839,276959,16231,226123,56942,45523948,34.43,0.0701,0.8547,2750,687,742428495,28.4,10.57,9.96,43.62
Chris Clark,77,37003,Nurse,2022-06-20,India,515,451563,8,9018,108706,167495,42163,243410,52829,45603436,26.99,0.1586,0.9721,2753,405,28389751,28.6,10.2,2.3,70.9
Laura Johnson,85,52746,Farmer,2022-06-21,UK,495,452080,9,9027,481653,288446,255467,146560,51553,45697341,5.08,0.0433,0.8684,3009,240,597688961,44.0,23.69,12.03,71.32
Laura Williams,47,67923,Doctor,2022-06-22,USA,525,452608,10,9034,410156,197136,56535,283035,34585,45701318,14.98,0.1587,0.812,2468,813,905821155,48.9,14.75,7.47,50.61
Laura Miller,30,78745,Engineer,2022-06-23,UK,495,453135,9,9049,356734,222872,178182,332601,72739,45756959,26.5,0.1361,0.9141,2472,37,271481738,41.7,7.22,2.97,34.81
John Garcia,32,1983,Teacher,2022-06-24,Italy,526,453656,17,9061,378543,352284,179050,657677,60004,45759227,42.77,0.1398,0.8237,4197,484,920177983,35.3,10.79,4.49,57.94
John Johnson,37,48114,Police Officer,2022-06-25,Canada,518,454158,16,9068,331289,163907,222890,467651,3438,45814658,35.67,0.1015,0.9514,1797,304,444037310,42.1,22.44,7.57,43.07
Laura Garcia,51,98687,Sales Executive,2022-06-26,USA,532,454673,12,9073,184682,340500,204441,303076,94095,45832414,31.47,0.1367,0.9219,90,854,1140211394,30.7,21.94,16.32,42.91
Anna Clark,37,52274,Software Developer,2022-06-27,Brazil,479,455161,8,9086,329664,54282,25507,286336,24212,45854178,25.31,0.0252,0.9662,2188,436,694815265,49.9,23.01,4.3,66.58
Michael Johnson,67,88339,Nurse,2022-06-28,Brazil,486,455659,9,9092,14544,133451,125225,42836,51362,45915090,15.64,0.1718,0.9491,88,881,992500817,35.8,12.77,3.08,77.12
David Taylor,44,20378,Engineer,2022-06-29,India,491,456153,8,9105,494070,388491,255295,306981,73177,45956475,6.84,0.0206,0.8213,3134,100,8407310,48.3,17.83,10.8,35.28
Sarah Smith,47,8548,Police Officer,2022-06-30,Italy,530,456661,10,9117,326956,188786,111282,661316,17983,45972507,21.04,0.0383,0.8724,3729,124,743430296,35.8,10.56,11.62,70.48
Chris Jones,73,40621,Business Analyst,2022-07-01,Germany,465,457153,7,9127,212682,203107,222538,145172,15026,46068521,2.4,0.1196,0.9472,2201,168,446820913,48.2,8.62,2.71,47.23
Anna Garcia,82,67311,Police Officer,2022-07-02,Italy,519,457636,11,9137,192572,28814,192958,304922,51998,46115223,11.34,0.1505,0.8793,3987,267,1062935346,33.4,5.44,6.41,77.13
Emily Garcia,72,87901,Scientist,2022-07-03,Canada,524,458162,10,9150,442834,160161,1982,63130,56744,46128108,22.19,0.0245,0.9847,2140,382,128667662,44.0,9.47,5.99,86.72
Jane Davis,41,97243,Sales Executive,2022-07-04,UK,498,458714,11,9154,391234,86673,211913,298852,58013,46138904,21.51,0.1849,0.9398,258,859,1399356317,48.8,17.09,4.54,86.49
Sarah Garcia,42,90673,Farmer,2022-07-05,Brazil,486,459236,11,9165,371198,56940,130128,389625,52039,46172767,3.17,0.195,0.8029,649,99,1342199825,41.1,23.08,7.0,55.89
Laura Johnson,70,22531,Software Developer,2022-07-06,UK,493,459723,10,9171,428660,91796,248105,175304,50831,46254781,29.86,0.1251,0.9672,654,766,1064742174,41.9,7.67,1.71,69.71
Emily Davis,28,18870,Software Developer,2022-07-07,UK,502,460223,10,9184,227054,41476,186915,208338,86172,46287898,27.93,0.1014,0.8192,2573,307,1160199601,27.6,23.36,13.38,85.56
Michael Williams,77,50547,Nurse,2022-07-08,UK,455,460732,16,9192,497295,137841,252762,549070,35603,46309651,4.83,0.1509,0.8267,3759,40,326394794,36.9,11.91,19.78,34.26
Alex Garcia,64,46738,Teacher,2022-07-09,Brazil,515,461209,9,9206,459802,309422,77737,474412,78758,46330976,47.21,0.0724,0.9396,2206,838,203901090,47.2,13.54,13.05,72.39
Michael Johnson,42,68537,Police Officer,2022-07-10,Australia,479,461708,9,9222,428005,183066,83446,701675,68713,46338997,5.87,0.1037,0.9643,263,367,667124812,31.0,12.3,7.86,88.56
Laura Miller,42,15756,Software Developer,2022-07-11,Russia,496,462174,13,9228,404833,282778,89567,292196,99452,46420718,42.89,0.1841,0.9019,1626,833,691377534,44.7,13.17,13.69,56.06
Laura Brown,34,58707,Police Officer,2022-07-12,Canada,451,462682,10,9242,269711,241107,286780,744794,14105,46474814,1.02,0.1916,0.8549,2868,479,66354509,41.9,10.18,11.86,61.88
Chris Miller,29,41830,Engineer,2022-07-13,Australia,487,463190,14,9256,110834,131259,183506,233827,68182,46547218,44.23,0.1861,0.8667,2174,749,186403066,30.6,18.97,17.09,78.91
Alex Miller,69,94399,Sales Executive,2022-07-14,Canada,509,463672,9,9264,144405,319340,84866,351834,53147,46561289,1.97,0.0599,0.8651,318,860,818045923,32.1,20.16,12.82,34.75
Anna Clark,28,11046,Sales Executive,2022-07-15,USA,518,464165,12,9272,50002,365823,193343,579834,76400,46626938,38.13,0.0542,0.8621,2458,137,1292770641,35.7,21.46,13.05,56.99
David Clark,27,24652,Sales Executive,2022-07-16,Italy,533,464703,10,9276,265549,184357,63726,754705,47434,46635979,18.72,0.0666,0.8462,2627,791,423244484,28.1,11.83,5.21,50.7
John Clark,77,56029,Software Developer,2022-07-17,Italy,483,465192,11,9284,466836,398005,142180,177044,27515,46719030,37.17,0.0938,0.9157,4828,279,496783704,47.8,20.29,8.9,31.19
Sarah Davis,71,37956,Farmer,2022-07-18,France,470,465674,9,9295,228760,191571,69896,649001,90298,46760088,20.69,0.0697,0.9711,4307,507,1051895736,43.5,17.75,7.54,43.72
Laura Taylor,80,14886,Sales Executive,2022-07-19,Italy,480,466183,9,9305,492843,24420,174625,275628,59001,46809351,4.47,0.0811,0.8583,4610,422,800250726,34.1,24.16,1.22,57.71
John Garcia,37,87281,Doctor,2022-07-20,Brazil,503,466699,7,9314,403727,161308,41880,646905,59397,46901853,38.61,0.1279,0.8355,872,218,1162938315,32.5,13.5,6.95,43.82
David Williams,22,32823,Engineer,2022-07-21,Germany,492,467209,11,9324,384994,273362,246392,42030,62415,46947323,4.49,0.1549,0.9593,3685,699,535715495,42.2,24.85,10.24,72.17
John Jones,58,39948,Farmer,2022-07-22,India,517,467715,12,9335,140011,129283,4625,537933,17960,47036149,46.18,0.1498,0.9409,2645,315,553466876,35.6,19.81,12.4,61.41
David Clark,80,14322,Software Developer,2022-07-23,France,484,468186,7,9344,178922,210103,39237,761001,94143,47133387,3.5,0.1647,0.9769,4003,200,16182909,30.7,20.53,18.76,32.76
Michael Smith,73,74330,Software Developer,2022-07-24,India,484,468672,9,9352,131548,235461,2223,109831,82838,47162610,24.49,0.0161,0.8314,3881,366,1167653236,35.8,5.51,5.54,49.25
Emily Taylor,49,7162,Business Analyst,2022-07-25,Canada,499,469153,5,9362,485388,69057,191375,97400,46778,47197185,36.43,0.0191,0.8274,2149,466,1360247771,46.8,14.95,3.9,31.36
John Miller,44,83293,Scientist,2022-07-26,India,550,469644,11,9371,489269,345753,66197,300199,31941,47243984,20.27,0.16,0.9029,4633,458,457544162,26.7,15.57,17.52,55.07
Jane Taylor,85,6905,Doctor,2022-07-27,India,471,470172,12,9378,41786,212979,237486,512436,97857,47266645,11.64,0.1113,0.9167,3652,77,933627061,34.2,5.81,18.9,48.14
David Clark,65,95301,Farmer,2022-07-28,France,520,470683,17,9388,477572,219202,112555,762868,96849,47349620,38.2,0.1198,0.8912,3517,848,60044160,49.1,11.24,10.27,78.17
Chris Brown,24,58483,Sales Executive,2022-07-29,USA,497,471172,11,9395,308388,147298,292168,619149,41955,47387052,39.43,0.02,0.9138,700,788,458684098,25.4,24.11,3.19,51.52
Michael Garcia,63,39457,Nurse,2022-07-30,UK,477,471633,8,9404,215786,128108,286346,398668,79565,47419199,46.21,0.0585,0.8343,1684,791,623135082,47.3,13.52,10.22,56.26
Chris Garcia,35,85940,Scientist,2022-07-31,Italy,522,472138,12,9418,77261,277190,52524,398970,57908,47449313,19.43,0.1313,0.8911,4864,883,561331569,34.4,8.73,3.08,80.77
John Davis,55,16380,Software Developer,2022-08-01,Italy,470,472681,9,9425,290621,251027,175980,368053,65067,47456343,25.81,0.1732,0.925,1217,476,1028658950,29.7,15.27,17.78,63.66
Anna Jones,82,16508,Doctor,2022-08-02,Brazil,490,473202,9,9440,187605,384606,105755,237789,56696,47547394,18.79,0.1842,0.8822,4126,369,268244424,25.4,5.68,14.45,68.95
Jane Brown,34,20676,Sales Executive,2022-08-03,France,451,473719,10,9452,437685,376489,145013,276072,19429,47595823,13.6,0.1051,0.9291,248,396,1305743971,26.8,15.32,5.58,88.89
Emily Garcia,55,89796,Scientist,2022-08-04,Brazil,480,474220,8,9458,280640,42117,279137,596172,95048,47644566,37.8,0.1136,0.8857,1405,137,377421142,29.3,16.89,17.85,44.48
John Taylor,80,73433,Software Developer,2022-08-05,Germany,474,474718,13,9468,130522,134980,15620,96497,77676,47741435,17.64,0.1683,0.8634,3555,785,1379104886,25.6,12.15,13.12,99.24
Laura Miller,59,2564,Nurse,2022-08-06,Germany,518,475220,13,9479,415486,214944,21193,195748,15847,47808050,21.98,0.1121,0.8577,852,742,888171964,33.4,20.25,19.11,93.01
John Garcia,25,14870,Scientist,2022-08-07,Brazil,496,475716,12,9489,217080,193349,284392,252730,48191,47856627,20.78,0.1082,0.8781,750,763,826761803,26.1,7.71,19.63,50.06
Sarah Smith,47,15219,Sales Executive,2022-08-08,France,487,476202,12,9497,292868,221451,267404,373784,35256,47952211,35.92,0.182,0.8044,552,494,777809503,42.3,22.56,1.06,92.51
Michael Garcia,81,82977,Police Officer,2022-08-09,Brazil,500,476720,13,9509,302560,22373,239148,230117,29774,47956177,45.97,0.1601,0.927,4614,253,1224091607,45.5,24.11,3.28,82.78
Anna Garcia,26,20880,Nurse,2022-08-10,Italy,535,477215,10,9520,45575,50452,10012,27101,10127,47960905,33.67,0.1827,0.9606,2463,948,1379913365,47.2,5.02,11.39,95.15
Michael Williams,74,11379,Police Officer,2022-08-11,Australia,520,477745,5,9537,484406,186161,26823,344639,29205,47999209,24.11,0.0515,0.8674,4769,914,132585986,38.7,21.85,19.16,78.38
Sarah Jones,76,55294,Business Analyst,2022-08-12,Russia,521,478219,20,9548,86614,11654,48027,417959,82163,48049486,39.18,0.1096,0.8087,3017,28,440985562,48.7,15.12,19.89,77.21
Emily Davis,84,3948,Teacher,2022-08-13,India,526,478742,8,9557,103566,192213,210239,553239,59764,48140816,32.41,0.1701,0.9875,2920,405,397247996,25.1,14.23,11.78,30.24
Anna Jones,22,96129,Farmer,2022-08-14,Russia,504,479236,11,9567,262061,128319,288243,682374,39664,48142763,3.97,0.0311,0.8501,4808,676,901943634,28.4,9.77,4.3,63.22
David Jones,21,36902,Teacher,2022-08-15,France,514,479761,11,9572,214180,372790,143049,580468,57795,48221864,5.69,0.161,0.8241,4896,238,1114969352,32.3,13.95,4.1,44.02
Anna Brown,25,84507,Doctor,2022-08-16,Russia,503,480268,5,9580,420624,224015,224302,267117,33333,48304244,2.86,0.0448,0.8703,3517,377,370274418,44.7,24.01,15.51,52.69
Sarah Brown,59,9969,Software Developer,2022-08-17,Germany,487,480769,5,9591,137192,293727,179448,210606,37079,48371374,23.38,0.1635,0.9403,1468,67,368865663,47.1,9.22,12.25,98.52
Emily Garcia,52,63805,Scientist,2022-08-18,Canada,481,481261,11,9600,29359,254105,10218,607497,85225,48393788,41.47,0.1263,0.8558,1148,290,1176237887,40.5,8.58,11.43,35.99
Jane Garcia,30,21646,Business Analyst,2022-08-19,India,522,481750,13,9612,411914,99242,284932,793529,25259,48491014,16.34,0.0467,0.9092,3219,566,397861132,34.6,9.84,9.85,80.57
Michael Miller,22,61566,Scientist,2022-08-20,UK,508,482247,8,9618,211464,58968,21501,717268,27571,48574074,19.82,0.0999,0.879,432,111,36686307,41.6,16.04,14.78,42.11
Laura Brown,57,56818,Police Officer,2022-08-21,France,523,482737,13,9628,234135,139815,210061,542283,52119,48668079,45.56,0.1396,0.8224,3990,57,938371612,29.5,23.61,17.3,30.52
Chris Davis,36,64451,Engineer,2022-08-22,India,459,483238,15,9638,442708,168223,104733,390719,9009,48688518,42.01,0.1304,0.8628,1443,571,748540449,36.4,16.48,6.76,65.1
David Brown,21,4678,Scientist,2022-08-23,Russia,543,483756,7,9650,477997,136590,278354,158235,62829,48781260,33.59,0.0912,0.9377,3377,602,751794179,37.7,9.87,5.2,41.29
Jane Miller,76,94055,Nurse,2022-08-24,Germany,483,484204,7,9659,53634,283796,129476,153542,39230,48840480,14.07,0.1809,0.9163,1702,821,542634367,27.6,13.81,13.73,97.58
Anna Clark,35,69879,Software Developer,2022-08-25,USA,477,484682,8,9669,127255,118114,177561,429759,57049,48888265,6.74,0.1087,0.8228,4321,68,343001945,25.8,12.81,18.38,44.26
Chris Williams,41,5014,Scientist,2022-08-26,Australia,493,485226,13,9676,52864,250615,224989,170348,37498,48926238,1.79,0.1061,0.831,4373,170,242355402,43.8,5.93,7.61,43.44
Michael Garcia,48,6107,Software Developer,2022-08-27,UK,494,485712,13,9684,366626,256204,173022,140014,29820,49014329,6.24,0.0218,0.9217,2444,112,1003623574,38.4,15.21,6.18,32.25
Laura Jones,75,38423,Software Developer,2022-08-28,Australia,495,486180,8,9696,47355,369633,140988,712241,41315,49088647,15.34,0.1852,0.9545,2088,855,272223762,33.3,7.52,5.3,53.09
Jane Taylor,45,33332,Business Analyst,2022-08-29,India,507,486684,8,9708,47690,239537,197983,361094,96018,49157843,28.04,0.0437,0.8664,2035,421,401907943,35.9,21.84,5.84,31.69
John Johnson,26,35010,Police Officer,2022-08-30,Germany,491,487185,8,9719,441030,178420,32449,27749,33795,49164932,4.14,0.1104,0.9131,1312,795,392046262,48.9,15.98,3.56,64.92
Michael Williams,62,89935,Sales Executive,2022-08-31,Germany,489,487705,6,9723,172717,211494,283926,359594,86411,49236786,7.68,0.1627,0.8324,1761,192,1126684728,34.6,21.89,12.34,65.39
David Williams,66,3661,Police Officer,2022-09-01,Russia,459,488253,15,9733,225886,82001,283387,624831,40191,49300021,9.87,0.0509,0.8592,399,426,1378224356,27.6,24.12,6.34,33.73
Michael Garcia,19,5798,Business Analyst,2022-09-02,Italy,492,488795,11,9745,213811,391413,30379,640775,55453,49393162,31.97,0.1102,0.8039,4076,125,1157006106,36.6,23.86,12.68,46.8
Michael Miller,23,67076,Farmer,2022-09-03,Russia,520,489298,8,9752,66630,81757,38780,392371,13453,49423562,31.17,0.0557,0.946,490,883,748613700,41.2,7.01,2.58,88.25
Chris Davis,46,23329,Nurse,2022-09-04,Italy,469,489782,12,9761,189243,29395,115944,249216,51325,49439967,27.99,0.1543,0.8762,2858,408,1092788686,25.3,23.9,3.19,62.38
David Davis,43,57060,Farmer,2022-09-05,Italy,520,490270,5,9772,31658,138407,259446,538567,50490,49493730,13.27,0.1172,0.9551,2612,966,1026530864,33.3,20.91,11.19,60.42
Alex Jones,45,26850,Engineer,2022-09-06,UK,503,490794,5,9780,249204,106978,283128,434599,75796,49524939,19.18,0.1726,0.9346,3202,788,515676418,34.8,20.55,10.72,78.91
John Clark,24,85705,Sales Executive,2022-09-07,Russia,503,491300,14,9796,287941,249348,1050,660546,50993,49599537,5.74,0.18,0.9575,1434,685,1021532177,36.6,6.8,6.16,80.04
David Jones,51,4157,Farmer,2022-09-08,USA,505,491793,10,9805,330943,136572,41205,700772,46706,49617961,12.1,0.1333,0.8543,337,664,1182663210,32.5,8.59,16.72,83.34
John Taylor,73,38485,Software Developer,2022-09-09,Brazil,501,492308,8,9819,390445,129541,278306,33181,43817,49708484,44.99,0.1478,0.8352,2105,446,1278409049,41.7,24.5,4.55,88.13
David Davis,27,6336,Software Developer,2022-09-10,Brazil,507,492764,8,9825,239414,228283,145177,64898,65544,49730040,49.0,0.1144,0.9847,1047,327,1324758085,48.6,9.27,7.85,46.26
Jane Taylor,74,73701,Teacher,2022-09-11,Russia,516,493233,7,9829,499710,275227,12628,509620,92434,49824177,32.74,0.083,0.9363,2383,825,1062740410,47.8,8.38,11.55,34.65
Anna Miller,64,94154,Teacher,2022-09-12,Russia,503,493731,8,9841,324380,373742,174104,293006,56710,49844507,45.92,0.1331,0.9585,1472,615,928152629,41.6,12.25,17.48,56.62
Emily Johnson,44,43280,Doctor,2022-09-13,Australia,473,494224,9,9847,16265,217328,120558,205751,51799,49926773,32.49,0.1826,0.8025,123,259,791870073,37.7,23.27,8.95,89.86
Emily Davis,56,53145,Software Developer,2022-09-14,UK,458,494714,7,9850,135611,188309,36788,310832,61964,49931009,2.63,0.0892,0.8673,1512,920,1341478800,45.6,14.52,8.57,35.46
Laura Taylor,39,80290,Teacher,2022-09-15,Russia,513,495222,4,9854,213206,363315,121754,592305,54678,50001225,49.84,0.0697,0.9411,3244,456,451223613,45.9,23.41,12.01,70.32
Michael Clark,36,6209,Engineer,2022-09-16,Australia,464,495734,9,9868,485894,125423,289384,509697,72150,50032537,5.85,0.0838,0.8148,2255,506,99751077,45.7,11.69,7.02,79.08
Jane Davis,26,62402,Sales Executive,2022-09-17,Italy,509,496241,13,9880,456710,225788,205674,295083,98379,50054728,34.45,0.0927,0.9078,479,352,721277929,28.9,9.53,14.47,63.7
John Johnson,36,81026,Farmer,2022-09-18,Germany,492,496761,13,9892,393898,11613,275233,787631,61438,50139185,13.39,0.024,0.8815,1521,436,312961135,25.6,14.9,5.73,47.86
David Davis,19,94137,Business Analyst,2022-09-19,Germany,497,497263,16,9904,455484,377177,33600,386296,78223,50176825,20.21,0.1047,0.8033,3531,827,395984817,49.6,17.31,16.64,52.84
Anna Taylor,78,8645,Teacher,2022-09-20,Italy,505,497780,13,9919,168070,202935,178248,321729,62926,50240118,32.65,0.1039,0.8448,3230,837,1211578330,49.0,12.83,6.17,35.02
Laura Johnson,76,39508,Police Officer,2022-09-21,France,483,498262,10,9930,101426,343346,271311,398459,4801,50277806,22.39,0.1218,0.8541,4991,249,324761939,39.1,11.92,19.86,50.48
Michael Taylor,87,58822,Sales Executive,2022-09-22,Australia,476,498727,9,9947,497630,90666,232609,124447,42048,50350035,13.28,0.0789,0.8213,1780,68,1388061067,49.8,9.36,7.01,33.11
Chris Brown,88,7018,Sales Executive,2022-09-23,Australia,497,499198,11,9955,464555,27068,294559,788173,41144,50436837,17.39,0.1265,0.92,85,536,904037359,44.3,10.5,17.7,80.84
Sarah Garcia,87,51908,Doctor,2022-09-24,Italy,508,499724,9,9965,417522,316201,72895,259434,95478,50529861,17.74,0.1769,0.8461,1070,806,474030639,37.9,18.46,8.55,92.86
John Williams,50,27374,Engineer,2022-09-25,USA,450,500208,11,9976,205078,286090,234573,698302,11148,50554983,48.01,0.1915,0.8527,2047,212,158285571,34.7,12.4,5.68,74.35
Anna Smith,82,6713,Scientist,2022-09-26,Canada,493,500694,14,9986,188417,156619,95330,261147,83819,50597207,40.13,0.1209,0.9707,2810,758,1201563123,39.8,6.6,5.3,75.97
